交易对,方向,开仓时间,开仓价,平仓时间,平仓价,数量,收益,收益率,手续费,原因,仓位,累计收益,实际杠杆,当前回撤,持仓天数,当前收益(占权益),加仓次数
TON-USDT-SWAP,多,2025-07-22 15:00:00,3.46164613,2025-07-23 01:00:00,3.30826914,217.840234,-34.30,-0.4548,0.88,移动止盈/止损,0.0611,2313.72,0.0611,-0.0050,0.4167,-0.002785,0
SOL-USDT-SWAP,多,2025-07-22 12:00:00,203.11030900,2025-07-23 12:00:00,194.22057600,4.707802,-42.97,-0.4494,1.12,移动止盈/止损,0.0772,2270.74,0.0772,-0.0085,1.0000,-0.003502,0
BNB-USDT-SWAP,多,2025-07-23 00:00:00,800.81007300,2025-07-23 13:00:00,781.04188800,2.077622,-43.04,-0.2587,1.97,移动止盈/止损,0.1350,2227.70,0.1350,-0.0120,0.5417,-0.003520,0
SUI-USDT-SWAP,多,2025-07-26 09:00:00,4.14420140,2025-07-28 14:00:00,4.09259070,717.877298,-40.60,-0.1365,3.55,移动止盈/止损,0.2497,2187.10,0.2497,-0.0153,2.2083,-0.003331,2
BCH-USDT-SWAP,多,2025-07-26 18:00:00,565.01357583,2025-07-28 19:00:00,578.27216700,5.817246,73.14,0.2225,3.99,移动止盈/止损,0.2711,2260.24,0.2711,-0.0094,2.0417,0.005966,1
TRX-USDT-SWAP,多,2025-07-26 06:00:00,0.32004975,2025-07-30 06:00:00,0.33599640,38477.566820,598.44,0.4860,15.15,移动止盈/止损,1.0001,2858.68,1.0001,0.0000,4.0000,0.046540,2
TON-USDT-SWAP,多,2025-07-31 06:00:00,3.50954350,2025-08-01 07:00:00,3.40385958,780.178786,-85.69,-0.3130,3.24,移动止盈/止损,0.2147,2772.99,0.2147,-0.0067,1.0417,-0.006709,1
LTC-USDT-SWAP,多,2025-08-04 00:00:00,115.15445124,2025-08-06 00:00:00,118.89810900,65.701006,236.74,0.3129,9.23,移动止盈/止损,0.5995,3009.73,0.5995,0.0000,2.0000,0.018197,3
VIRTUAL-USDT-SWAP,多,2025-08-07 12:00:00,1.33193318,2025-08-07 16:00:00,1.28447154,912.267012,-44.73,-0.3681,1.43,移动止盈/止损,0.0911,2965.00,0.0911,-0.0034,0.1667,-0.003450,0
TRX-USDT-SWAP,多,2025-08-04 12:00:00,0.33192074,2025-08-09 03:00:00,0.33814618,39342.856258,229.11,0.1754,15.82,对齐失效,1.0001,3194.11,1.0001,0.0000,4.6250,0.017365,3
ARB-USDT-SWAP,多,2025-08-09 09:00:00,0.46921419,2025-08-10 08:00:00,0.45795420,6689.303643,-79.04,-0.2518,3.72,移动止盈/止损,0.2175,3115.07,0.2175,-0.0060,0.9583,-0.006027,1
PENDLE-USDT-SWAP,多,2025-08-07 09:00:00,4.64237578,2025-08-10 21:00:00,5.47355259,1102.509764,909.69,1.7773,6.69,移动止盈/止损,0.4129,4024.76,0.4129,0.0000,3.5000,0.064863,3
DOGE-USDT-SWAP,多,2025-08-07 21:00:00,0.23403140,2025-08-10 21:00:00,0.23297670,24496.089481,-32.70,-0.0570,6.86,移动止盈/止损,0.4131,3992.06,0.4131,-0.0023,3.0000,-0.002337,2
HYPE-USDT-SWAP,多,2025-08-10 15:00:00,45.99384313,2025-08-11 17:00:00,43.73262630,74.238792,-171.87,-0.5033,4.00,移动止盈/止损,0.2470,3820.19,0.2470,-0.0146,1.0833,-0.012436,1
ETH-USDT-SWAP,多,2025-08-11 15:00:00,4329.31288800,2025-08-11 21:00:00,4217.57820000,0.362965,-42.42,-0.2699,1.86,移动止盈/止损,0.1130,3777.77,0.1130,-0.0176,0.2500,-0.003079,0
UNI-USDT-SWAP,多,2025-08-13 00:00:00,11.62316220,2025-08-13 02:00:00,11.41585830,107.565815,-23.79,-0.1902,1.49,移动止盈/止损,0.0906,3753.99,0.0906,-0.0193,0.0833,-0.001729,0
LINK-USDT-SWAP,多,2025-08-13 03:00:00,24.52545230,2025-08-13 06:00:00,23.45365440,42.578655,-46.86,-0.4488,1.23,移动止盈/止损,0.0756,3707.12,0.0756,-0.0226,0.1250,-0.003419,0
SOL-USDT-SWAP,多,2025-08-12 21:00:00,201.35434680,2025-08-14 12:00:00,194.42055600,24.148235,-173.17,-0.3562,5.73,移动止盈/止损,0.3603,3533.95,0.3603,-0.0350,1.6250,-0.012796,2
LTC-USDT-SWAP,多,2025-08-12 21:00:00,129.97299600,2025-08-14 12:00:00,122.65773300,10.384188,-77.54,-0.5745,1.57,移动止盈/止损,0.0980,3456.41,0.0980,-0.0405,1.6250,-0.005762,0
UNI-USDT-SWAP,多,2025-08-13 06:00:00,11.87389476,2025-08-14 12:00:00,10.94290560,172.892229,-163.33,-0.7956,2.37,移动止盈/止损,0.1511,3293.09,0.1511,-0.0522,1.2500,-0.012287,1
LINK-USDT-SWAP,多,2025-08-17 09:00:00,25.38833613,2025-08-19 09:00:00,24.32556720,88.630839,-96.84,-0.4304,2.64,对齐失效,0.1743,3196.25,0.1743,-0.0591,2.0000,-0.007338,1
BNB-USDT-SWAP,多,2025-08-20 21:00:00,877.97778900,2025-08-21 05:00:00,863.82360900,2.083531,-31.67,-0.1731,2.18,移动止盈/止损,0.1386,3164.58,0.1386,-0.0613,0.3333,-0.002406,0
LINK-USDT-SWAP,多,2025-08-20 21:00:00,26.52265200,2025-08-21 15:00:00,25.06949280,31.694058,-47.04,-0.5596,0.98,移动止盈/止损,0.0637,3117.54,0.0637,-0.0647,0.7500,-0.003586,0
BCH-USDT-SWAP,多,2025-08-22 15:00:00,596.01959600,2025-08-23 18:00:00,587.09128500,2.097983,-20.22,-0.1617,1.49,移动止盈/止损,0.0953,3097.32,0.0953,-0.0661,1.1250,-0.001544,0
PENDLE-USDT-SWAP,多,2025-08-22 15:00:00,5.86274868,2025-08-24 10:00:00,5.82571737,321.952357,-14.18,-0.0751,2.26,移动止盈/止损,0.1458,3083.14,0.1458,-0.0671,1.7917,-0.001084,1
ETH-USDT-SWAP,多,2025-08-22 15:00:00,4847.60928356,2025-08-24 20:00:00,4784.15153700,1.099350,-76.12,-0.1428,6.35,移动止盈/止损,0.4116,3007.03,0.4116,-0.0726,2.2083,-0.005852,2
HYPE-USDT-SWAP,多,2025-08-26 21:00:00,50.11864404,2025-08-27 22:00:00,47.57824170,38.512730,-100.10,-0.5186,2.26,移动止盈/止损,0.1506,2906.93,0.1506,-0.0797,1.0417,-0.007755,1
BONK-USDT-SWAP,多,2025-08-31 18:00:00,0.02299930,2025-08-31 23:00:00,0.02223778,57071.771852,-45.01,-0.3429,1.55,移动止盈/止损,0.1017,2861.92,0.1017,-0.0829,0.2083,-0.003500,0
SUI-USDT-SWAP,多,2025-09-03 12:00:00,3.34693466,2025-09-04 06:00:00,3.29207076,595.500317,-35.04,-0.1758,2.37,对齐失效,0.1525,2826.88,0.1525,-0.0854,0.7500,-0.002732,0
AVAX-USDT-SWAP,多,2025-09-03 06:00:00,24.84881369,2025-09-04 10:00:00,24.64053570,127.021898,-30.23,-0.0958,3.77,移动止盈/止损,0.2422,2796.65,0.2422,-0.0876,1.1667,-0.002362,1
BCH-USDT-SWAP,多,2025-09-02 03:00:00,586.33066953,2025-09-05 06:00:00,593.20067400,16.670440,102.73,0.1051,11.80,对齐失效,0.7630,2899.38,0.7630,-0.0802,3.1250,0.007964,3
LTC-USDT-SWAP,多,2025-09-05 09:00:00,113.30132900,2025-09-05 14:00:00,111.87881100,25.837113,-40.24,-0.1375,3.49,移动止盈/止损,0.2269,2859.13,0.2269,-0.0831,0.2083,-0.003130,0
HYPE-USDT-SWAP,多,2025-09-05 12:00:00,47.30072960,2025-09-05 14:00:00,46.24837470,31.314694,-34.71,-0.2343,1.76,移动止盈/止损,0.1147,2824.42,0.1147,-0.0856,0.0833,-0.002707,0
BCH-USDT-SWAP,多,2025-09-05 12:00:00,610.34478160,2025-09-06 10:00:00,588.07118700,5.777222,-132.83,-0.3767,4.15,移动止盈/止损,0.2764,2691.59,0.2764,-0.0951,0.9167,-0.010466,1
BNB-USDT-SWAP,多,2025-09-07 18:00:00,879.18906522,2025-09-08 08:00:00,872.50274100,11.593092,-89.70,-0.0880,12.18,移动止盈/止损,0.8017,2601.89,0.8017,-0.1015,0.5833,-0.007118,1
ZEC-USDT-SWAP,多,2025-09-08 00:00:00,49.63311903,2025-09-09 16:00:00,48.53514600,50.584723,-58.52,-0.2331,2.98,移动止盈/止损,0.2015,2543.37,0.2015,-0.1056,1.6667,-0.004665,1
BONK-USDT-SWAP,多,2025-09-08 09:00:00,0.02309115,2025-09-11 06:00:00,0.02341466,161488.659057,47.74,0.1280,4.51,对齐失效,0.2954,2591.10,0.2954,-0.1022,2.8750,0.003791,2
AVAX-USDT-SWAP,多,2025-09-10 12:00:00,28.75757985,2025-09-12 10:00:00,28.41915780,135.616829,-50.55,-0.1296,4.65,移动止盈/止损,0.3054,2540.56,0.3054,-0.1058,1.9167,-0.004031,2
TAO-USDT-SWAP,多,2025-09-11 06:00:00,358.53747539,2025-09-12 10:00:00,348.74512200,10.602258,-108.32,-0.2850,4.50,移动止盈/止损,0.2764,2432.23,0.2764,-0.1136,1.1667,-0.008713,1
BOME-USDT-SWAP,多,2025-09-12 18:00:00,0.00227874,2025-09-14 11:00:00,0.00215478,2178010.142288,-275.77,-0.5556,5.79,移动止盈/止损,0.3319,2156.46,0.3319,-0.1332,1.7083,-0.022685,2
DOGE-USDT-SWAP,多,2025-09-07 15:00:00,0.23510224,2025-09-14 13:00:00,0.28216178,43371.701558,2027.59,1.9885,13.46,移动止盈/止损,0.8075,4184.05,0.8075,0.0000,6.9167,0.142949,3
SOL-USDT-SWAP,多,2025-09-12 12:00:00,241.11294339,2025-09-15 00:00:00,240.55594200,18.244716,-15.44,-0.0351,5.27,对齐失效,0.3098,4168.62,0.3098,-0.0011,2.5000,-0.001089,1
BTC-USDT-SWAP,多,2025-09-17 06:00:00,117192.11804000,2025-09-17 10:00:00,116305.86825000,0.046954,-48.19,-0.0876,6.58,移动止盈/止损,0.3886,4120.43,0.3886,-0.0045,0.1667,-0.003413,0
