timestamp,open,high,low,close,volume
2025-05-01 00:00:00,0.019486,0.019690,0.019285,0.019516,334308263.00
2025-05-01 01:00:00,0.019513,0.019762,0.019486,0.019720,281147752.00
2025-05-01 02:00:00,0.019721,0.019909,0.019610,0.019722,186402435.00
2025-05-01 03:00:00,0.019723,0.019884,0.019420,0.019489,148108231.00
2025-05-01 04:00:00,0.019489,0.019644,0.019302,0.019522,213444396.00
2025-05-01 05:00:00,0.019524,0.019553,0.019220,0.019368,183721048.00
2025-05-01 06:00:00,0.019366,0.019381,0.018973,0.019037,211457816.00
2025-05-01 07:00:00,0.019036,0.019466,0.018982,0.019418,164830009.00
2025-05-01 08:00:00,0.019414,0.019506,0.019193,0.019379,220098819.00
2025-05-01 09:00:00,0.019380,0.019687,0.019281,0.019601,152272894.00
2025-05-01 10:00:00,0.019606,0.020035,0.019592,0.019833,333344308.00
2025-05-01 11:00:00,0.019834,0.019940,0.019510,0.019678,218530513.00
2025-05-01 12:00:00,0.019684,0.019710,0.019373,0.019490,198072969.00
2025-05-01 13:00:00,0.019490,0.019595,0.019146,0.019332,332120501.00
2025-05-01 14:00:00,0.019336,0.019711,0.019336,0.019685,310560609.00
2025-05-01 15:00:00,0.019683,0.019885,0.019251,0.019274,388317242.00
2025-05-01 16:00:00,0.019275,0.019496,0.019243,0.019384,329212526.00
2025-05-01 17:00:00,0.019387,0.019498,0.019148,0.019247,257170078.00
2025-05-01 18:00:00,0.019251,0.019276,0.018777,0.019000,300680681.00
2025-05-01 19:00:00,0.019000,0.019139,0.018787,0.018930,609206583.00
2025-05-01 20:00:00,0.018929,0.019006,0.018773,0.018868,342063368.00
2025-05-01 21:00:00,0.018866,0.018943,0.018730,0.018742,124585821.00
2025-05-01 22:00:00,0.018744,0.018907,0.018681,0.018722,136981866.00
2025-05-01 23:00:00,0.018722,0.018784,0.018551,0.018775,156585697.00
2025-05-02 00:00:00,0.018775,0.018868,0.018667,0.018806,234371977.00
2025-05-02 01:00:00,0.018804,0.018875,0.018632,0.018737,135250077.00
2025-05-02 02:00:00,0.018736,0.018884,0.018691,0.018809,126602801.00
2025-05-02 03:00:00,0.018810,0.018870,0.018687,0.018806,112142771.00
2025-05-02 04:00:00,0.018807,0.018858,0.018507,0.018583,134212218.00
2025-05-02 05:00:00,0.018584,0.018729,0.018433,0.018525,194173566.00
2025-05-02 06:00:00,0.018522,0.018644,0.018253,0.018438,229580612.00
2025-05-02 07:00:00,0.018439,0.018446,0.018118,0.018172,190670520.00
2025-05-02 08:00:00,0.018175,0.018618,0.018143,0.018549,235335349.00
2025-05-02 09:00:00,0.018550,0.018672,0.018454,0.018509,106192179.00
2025-05-02 10:00:00,0.018508,0.018599,0.018400,0.018408,144204892.00
2025-05-02 11:00:00,0.018409,0.018749,0.018396,0.018494,193546627.00
2025-05-02 12:00:00,0.018490,0.018617,0.018239,0.018602,191281946.00
2025-05-02 13:00:00,0.018603,0.018684,0.018435,0.018593,176412634.00
2025-05-02 14:00:00,0.018595,0.018841,0.018531,0.018718,267783043.00
2025-05-02 15:00:00,0.018724,0.018805,0.018453,0.018579,222869651.00
2025-05-02 16:00:00,0.018578,0.019169,0.018577,0.018986,488540905.00
2025-05-02 17:00:00,0.018986,0.019070,0.018744,0.018897,240209123.00
2025-05-02 18:00:00,0.018898,0.018938,0.018686,0.018773,155428400.00
2025-05-02 19:00:00,0.018772,0.018776,0.018215,0.018373,259039381.00
2025-05-02 20:00:00,0.018376,0.018724,0.018333,0.018665,137461771.00
2025-05-02 21:00:00,0.018664,0.018684,0.018377,0.018450,107048006.00
2025-05-02 22:00:00,0.018452,0.018544,0.018343,0.018469,112602311.00
2025-05-02 23:00:00,0.018469,0.018758,0.018436,0.018737,99987712.00
2025-05-03 00:00:00,0.018740,0.018828,0.018104,0.018246,299217419.00
2025-05-03 01:00:00,0.018246,0.018383,0.018118,0.018176,189212383.00
2025-05-03 02:00:00,0.018177,0.018361,0.018122,0.018239,110821397.00
2025-05-03 03:00:00,0.018242,0.018369,0.018172,0.018195,78808599.00
2025-05-03 04:00:00,0.018194,0.018305,0.018135,0.018209,63556200.00
2025-05-03 05:00:00,0.018209,0.018227,0.018080,0.018116,76341549.00
