交易对,方向,开仓时间,开仓价,平仓时间,平仓价,数量,收益,收益率,手续费,原因,仓位,累计收益,实际杠杆,当前回撤,持仓天数,当前收益(占权益),加仓次数
BCH-USDT-SWAP,多,2025-06-15 14:00:00,459.39593500,2025-06-16 10:00:00,455.44445100,3.494314,-15.73,-0.0098,1.92,移动止盈/止损,0.1681,-468.66,0.1681,-0.1519,0.8333,-0.001642,0
TRX-USDT-SWAP,多,2025-06-16 12:00:00,0.27773777,2025-06-16 13:00:00,0.27817218,5281.427384,0.53,0.0004,1.76,移动止盈/止损,0.1538,-468.12,0.1538,-0.1518,0.0417,0.000056,0
HYPE-USDT-SWAP,多,2025-06-16 06:00:00,44.33143270,2025-06-16 22:00:00,42.89171040,29.618358,-44.19,-0.0337,1.55,移动止盈/止损,0.1377,-512.32,0.1377,-0.1558,0.6667,-0.004635,0
XRP-USDT-SWAP,多,2025-06-16 14:00:00,2.29413990,2025-06-16 23:00:00,2.23697628,2031.526484,-121.65,-0.0261,5.52,移动止盈/止损,0.4895,-633.97,0.4895,-0.1665,0.3750,-0.012923,1
PENDLE-USDT-SWAP,多,2025-06-16 18:00:00,4.06640660,2025-06-17 00:00:00,3.97290267,410.919101,-40.40,-0.0242,1.98,移动止盈/止损,0.1741,-674.37,0.1741,-0.1701,0.2500,-0.004311,0
BCH-USDT-SWAP,多,2025-06-17 02:00:00,475.87758300,2025-06-17 13:00:00,461.86380900,2.892614,-42.16,-0.0306,1.63,移动止盈/止损,0.1480,-716.54,0.1480,-0.1738,0.4583,-0.004519,0
TRX-USDT-SWAP,多,2025-06-16 14:00:00,0.28003800,2025-06-17 14:00:00,0.27548245,5066.460014,-24.77,-0.0175,1.69,移动止盈/止损,0.1485,-741.31,0.1485,-0.1760,1.0000,-0.002662,0
BCH-USDT-SWAP,多,2025-06-19 14:00:00,489.76276006,2025-06-20 14:00:00,481.71182400,5.840851,-50.43,-0.0176,3.40,移动止盈/止损,0.3113,-791.74,0.3113,-0.1805,1.0000,-0.005448,1
TAO-USDT-SWAP,多,2025-06-24 06:00:00,362.08620500,2025-06-24 16:00:00,358.87410900,3.342988,-12.18,-0.0101,1.45,移动止盈/止损,0.1312,-803.92,0.1312,-0.1816,0.4167,-0.001318,0
ARB-USDT-SWAP,多,2025-06-24 06:00:00,0.32471927,2025-06-24 23:00:00,0.31516848,7788.983568,-77.38,-0.0306,2.99,移动止盈/止损,0.2795,-881.30,0.2795,-0.1884,0.7083,-0.008442,1
ZEC-USDT-SWAP,多,2025-06-25 00:00:00,42.86428600,2025-06-25 08:00:00,42.05579400,44.986475,-38.66,-0.0201,2.29,移动止盈/止损,0.2114,-919.96,0.2114,-0.1919,0.3333,-0.004236,0
APT-USDT-SWAP,多,2025-06-24 16:00:00,5.06190614,2025-06-25 10:00:00,4.75142481,134.961018,-42.70,-0.0625,0.79,移动止盈/止损,0.0733,-962.66,0.0733,-0.1956,0.7500,-0.004700,0
WIF-USDT-SWAP,多,2025-06-23 22:00:00,0.85831330,2025-06-25 14:00:00,0.83531646,1796.844501,-43.15,-0.0280,1.83,移动止盈/止损,0.1699,-1005.81,0.1699,-0.1995,1.6667,-0.004772,1
HYPE-USDT-SWAP,多,2025-06-23 22:00:00,37.99879950,2025-06-25 22:00:00,36.77932170,18.718309,-23.67,-0.0333,0.84,对齐失效,0.0772,-1029.48,0.0772,-0.2015,2.0000,-0.002624,0
ETH-USDT-SWAP,多,2025-06-26 02:00:00,2492.45922100,2025-06-26 12:00:00,2438.52612300,0.269036,-15.31,-0.0228,0.80,移动止盈/止损,0.0740,-1044.78,0.0740,-0.2029,0.4167,-0.001700,0
LTC-USDT-SWAP,多,2025-06-26 06:00:00,85.31853100,2025-06-26 13:00:00,84.16158300,0.176689,-0.22,-0.0148,0.02,移动止盈/止损,0.0016,-1045.00,0.0016,-0.2029,0.2917,-0.000025,0
BTC-USDT-SWAP,多,2025-06-25 08:00:00,106841.46594349,2025-06-26 15:00:00,107249.27400000,0.084516,23.61,0.0026,10.86,移动止盈/止损,1.0001,-1021.39,1.0001,-0.2008,1.2917,0.002616,1
BCH-USDT-SWAP,多,2025-06-25 14:00:00,485.22327486,2025-06-26 21:00:00,489.26106900,7.919584,27.35,0.0071,4.63,移动止盈/止损,0.4335,-994.05,0.4335,-0.1984,1.2917,0.003021,3
APT-USDT-SWAP,多,2025-06-27 04:00:00,5.15221517,2025-06-27 13:00:00,4.97820213,198.996097,-35.84,-0.0350,1.21,移动止盈/止损,0.1138,-1029.88,0.1138,-0.2016,0.3750,-0.003974,0
BCH-USDT-SWAP,多,2025-06-27 16:00:00,507.28072300,2025-06-28 06:00:00,497.76021900,3.694324,-37.40,-0.0200,2.23,对齐失效,0.2089,-1067.28,0.2089,-0.2049,0.5833,-0.004165,0
TRX-USDT-SWAP,多,2025-06-28 10:00:00,0.27549755,2025-06-28 16:00:00,0.27373262,25999.520940,-54.45,-0.0076,8.57,移动止盈/止损,0.8019,-1121.74,0.8019,-0.2097,0.2500,-0.006101,0
