交易对,方向,开仓时间,开仓时间戳,开仓价,平仓时间,平仓时间戳,平仓价,数量,收益,收益率,手续费,原因,仓位,累计收益,实际杠杆,当前回撤
XRP-USDT-SWAP,多,2025-07-17 04:00:00,1752724800000,3.07620759,2025-07-18 07:00:00,1752822000000,3.45985398,459.754701,174.58,0.1234,1.80,移动止盈/止损,0.1545,-728.66,0.1545,-0.1019
ADA-USDT-SWAP,多,2025-07-18 00:00:00,1752796800000,0.85628562,2025-07-18 10:00:00,1752832800000,0.85721427,1120.985567,-0.11,-0.0001,1.15,移动止盈/止损,0.1023,-728.77,0.1023,-0.1019
LTC-USDT-SWAP,多,2025-07-17 16:00:00,1752768000000,101.59015800,2025-07-18 13:00:00,1752843600000,106.47935100,14.032697,66.86,0.0469,1.75,移动止盈/止损,0.1551,-661.92,0.1551,-0.0954
ETC-USDT-SWAP,多,2025-07-18 08:00:00,1752825600000,24.53245300,2025-07-18 15:00:00,1752850800000,23.18368140,30.832203,-42.47,-0.0561,0.88,移动止盈/止损,0.0808,-704.39,0.0808,-0.0996
DOGE-USDT-SWAP,多,2025-07-18 12:00:00,1752840000000,0.24711471,2025-07-18 15:00:00,1752850800000,0.23720628,3557.174556,-36.28,-0.0413,1.03,移动止盈/止损,0.0936,-740.67,0.0936,-0.1031
HYPE-USDT-SWAP,空,2025-07-18 16:00:00,1752854400000,44.43655590,2025-07-19 01:00:00,1752886800000,45.00850040,31.028815,-19.41,-0.0141,1.67,移动止盈/止损,0.1489,-760.08,0.1489,-0.1050
TAO-USDT-SWAP,空,2025-07-18 20:00:00,1752868800000,406.27936800,2025-07-19 03:00:00,1752894000000,413.58135400,2.773110,-21.61,-0.0192,1.36,移动止盈/止损,0.1215,-781.69,0.1215,-0.1070
SUI-USDT-SWAP,空,2025-07-18 20:00:00,1752868800000,3.73962600,2025-07-19 04:00:00,1752897600000,3.81788175,238.985342,-19.79,-0.0221,1.08,移动止盈/止损,0.0964,-801.48,0.0964,-0.1090
ETC-USDT-SWAP,多,2025-07-19 04:00:00,1752897600000,25.49754950,2025-07-19 10:00:00,1752919200000,24.25657410,28.738682,-36.52,-0.0498,0.86,移动止盈/止损,0.0797,-838.00,0.0797,-0.1125
DOGE-USDT-SWAP,多,2025-07-19 04:00:00,1752897600000,0.25448545,2025-07-19 13:00:00,1752930000000,0.24270573,3284.047876,-39.66,-0.0475,0.98,移动止盈/止损,0.0909,-877.66,0.0909,-0.1163
TAO-USDT-SWAP,空,2025-07-19 08:00:00,1752912000000,405.53944200,2025-07-19 16:00:00,1752940800000,413.32132800,4.350921,-36.00,-0.0204,2.14,移动止盈/止损,0.1925,-913.66,0.1925,-0.1198
PENDLE-USDT-SWAP,多,2025-07-20 08:00:00,1752998400000,4.66646660,2025-07-20 16:00:00,1753027200000,4.86471348,384.512537,74.03,0.0413,2.20,移动止盈/止损,0.1963,-839.63,0.1963,-0.1127
LTC-USDT-SWAP,多,2025-07-20 04:00:00,1752984000000,113.84138300,2025-07-20 21:00:00,1753045200000,116.98830000,10.136657,30.50,0.0264,1.40,移动止盈/止损,0.1270,-809.13,0.1270,-0.1097
AVAX-USDT-SWAP,多,2025-07-20 08:00:00,1752998400000,25.01450120,2025-07-20 22:00:00,1753048800000,25.00549920,73.782597,-2.88,-0.0016,2.21,移动止盈/止损,0.2019,-812.01,0.2019,-0.1100
TRX-USDT-SWAP,空,2025-07-21 00:00:00,1753056000000,0.31203879,2025-07-21 06:00:00,1753077600000,0.31532153,12097.785641,-44.27,-0.0117,4.55,移动止盈/止损,0.4097,-856.28,0.4097,-0.1143
AVAX-USDT-SWAP,多,2025-07-21 04:00:00,1753070400000,25.45954570,2025-07-21 16:00:00,1753113600000,25.56344340,71.500008,5.24,0.0029,2.19,移动止盈/止损,0.1978,-851.04,0.1978,-0.1138
LINK-USDT-SWAP,多,2025-07-21 08:00:00,1753084800000,19.82598240,2025-07-21 16:00:00,1753113600000,19.54804500,82.278617,-24.81,-0.0152,1.94,移动止盈/止损,0.1773,-875.85,0.1773,-0.1162
DOGE-USDT-SWAP,多,2025-07-20 16:00:00,1753027200000,0.26502650,2025-07-21 19:00:00,1753124400000,0.26874312,4494.671371,15.27,0.0128,1.44,移动止盈/止损,0.1292,-860.59,0.1292,-0.1147
ZEN-USDT-SWAP,多,2025-07-21 16:00:00,1753113600000,10.20302020,2025-07-22 03:00:00,1753153200000,9.64003590,93.498686,-53.75,-0.0563,1.11,移动止盈/止损,0.1037,-914.34,0.1037,-0.1199
SOL-USDT-SWAP,多,2025-07-22 00:00:00,1753142400000,197.65976400,2025-07-22 04:00:00,1753156800000,194.33056500,8.006274,-28.54,-0.0180,1.88,移动止盈/止损,0.1734,-942.88,0.1734,-0.1227
TAO-USDT-SWAP,多,2025-07-22 00:00:00,1753142400000,449.68496400,2025-07-22 04:00:00,1753156800000,429.11708400,2.803085,-59.13,-0.0469,1.48,移动止盈/止损,0.1381,-1002.01,0.1381,-0.1284
TRX-USDT-SWAP,空,2025-07-22 04:00:00,1753156800000,0.30688931,2025-07-22 07:00:00,1753167600000,0.31153115,9341.350522,-46.83,-0.0163,3.47,移动止盈/止损,0.3186,-1048.84,0.3186,-0.1329
HYPE-USDT-SWAP,空,2025-07-22 04:00:00,1753156800000,43.09369020,2025-07-22 11:00:00,1753182000000,45.09850940,22.319038,-45.93,-0.0478,1.18,移动止盈/止损,0.1069,-1094.76,0.1069,-0.1374
TON-USDT-SWAP,多,2025-07-22 16:00:00,1753200000000,3.48744871,2025-07-22 19:00:00,1753210800000,3.36016395,255.831014,-33.61,-0.0377,1.05,移动止盈/止损,0.1004,-1128.38,0.1004,-0.1406
ZEC-USDT-SWAP,空,2025-07-22 04:00:00,1753156800000,42.47575200,2025-07-22 23:00:00,1753225200000,44.10441000,27.844049,-46.79,-0.0396,1.45,移动止盈/止损,0.1314,-1175.17,0.1314,-0.1452
SOL-USDT-SWAP,多,2025-07-22 12:00:00,1753185600000,203.11030900,2025-07-23 06:00:00,1753250400000,200.64993300,5.635674,-15.23,-0.0133,1.37,移动止盈/止损,0.1287,-1190.40,0.1287,-0.1466
APT-USDT-SWAP,多,2025-07-23 08:00:00,1753257600000,5.63166311,2025-07-23 09:00:00,1753261200000,5.38596135,247.169650,-62.36,-0.0448,1.63,移动止盈/止损,0.1583,-1252.77,0.1583,-0.1527
BNB-USDT-SWAP,多,2025-07-23 00:00:00,1753228800000,800.81007300,2025-07-23 13:00:00,1753275600000,781.04188800,2.482312,-51.43,-0.0259,2.36,移动止盈/止损,0.2251,-1304.19,0.2251,-0.1577
ARB-USDT-SWAP,空,2025-07-23 12:00:00,1753272000000,0.44595540,2025-07-24 00:00:00,1753315200000,0.44254425,2443.682819,7.03,0.0065,1.30,移动止盈/止损,0.1248,-1297.16,0.1248,-0.1570
BOME-USDT-SWAP,空,2025-07-23 12:00:00,1753272000000,0.00217978,2025-07-24 02:00:00,1753322400000,0.00209521,380827.805057,31.23,0.0376,0.98,移动止盈/止损,0.0950,-1265.93,0.0950,-0.1540
OP-USDT-SWAP,空,2025-07-23 16:00:00,1753286400000,0.70292970,2025-07-24 03:00:00,1753326000000,0.69606960,1241.140632,7.47,0.0086,1.04,移动止盈/止损,0.0996,-1258.46,0.0996,-0.1532
OP-USDT-SWAP,空,2025-07-24 04:00:00,1753329600000,0.68453154,2025-07-24 11:00:00,1753354800000,0.69496949,1452.248013,-16.36,-0.0165,1.20,移动止盈/止损,0.1137,-1274.82,0.1137,-0.1548
BOME-USDT-SWAP,空,2025-07-24 04:00:00,1753329600000,0.00203580,2025-07-24 11:00:00,1753354800000,0.00205221,414165.551612,-7.81,-0.0093,1.02,移动止盈/止损,0.0965,-1282.63,0.0965,-0.1556
APT-USDT-SWAP,空,2025-07-24 04:00:00,1753329600000,4.67953200,2025-07-24 14:00:00,1753365600000,4.74627458,217.880863,-15.77,-0.0155,1.23,移动止盈/止损,0.1166,-1298.40,0.1166,-0.1571
WIF-USDT-SWAP,空,2025-07-25 00:00:00,1753401600000,1.02509748,2025-07-25 09:00:00,1753434000000,1.05770576,700.840338,-23.73,-0.0330,0.88,移动止盈/止损,0.0826,-1322.13,0.0826,-0.1594
HYPE-USDT-SWAP,空,2025-07-25 00:00:00,1753401600000,41.61883770,2025-07-25 10:00:00,1753437600000,43.13931350,33.449812,-52.56,-0.0378,1.70,移动止盈/止损,0.1600,-1374.69,0.1600,-0.1645
VIRTUAL-USDT-SWAP,空,2025-07-25 00:00:00,1753401600000,1.51604838,2025-07-25 20:00:00,1753473600000,1.54975496,520.221245,-18.49,-0.0234,0.96,移动止盈/止损,0.0906,-1393.19,0.0906,-0.1663
ETH-USDT-SWAP,多,2025-07-26 04:00:00,1753502400000,3747.37470000,2025-07-26 15:00:00,1753542000000,3734.13654900,0.649702,-11.52,-0.0047,2.92,移动止盈/止损,0.2829,-1404.70,0.2829,-0.1674
SUI-USDT-SWAP,多,2025-07-26 08:00:00,1753516800000,4.02160212,2025-07-26 19:00:00,1753556400000,4.20597936,447.610765,80.32,0.0446,2.21,移动止盈/止损,0.2089,-1324.38,0.2089,-0.1596
UNI-USDT-SWAP,多,2025-07-27 04:00:00,1753588800000,10.70307020,2025-07-27 09:00:00,1753606800000,10.47195270,47.808250,-11.66,-0.0228,0.61,移动止盈/止损,0.0589,-1336.04,0.0589,-0.1607
SUI-USDT-SWAP,多,2025-07-27 12:00:00,1753617600000,4.41674163,2025-07-27 13:00:00,1753621200000,4.24247571,113.214039,-20.32,-0.0406,0.59,移动止盈/止损,0.0576,-1356.36,0.0576,-0.1627
BNB-USDT-SWAP,多,2025-07-27 00:00:00,1753574400000,797.66975900,2025-07-27 15:00:00,1753628400000,815.88840300,4.771818,82.32,0.0216,4.62,移动止盈/止损,0.4383,-1274.04,0.4383,-0.1547
TRX-USDT-SWAP,多,2025-07-26 16:00:00,1753545600000,0.31998200,2025-07-27 16:00:00,1753632000000,0.31938806,13618.386814,-13.31,-0.0031,5.22,移动止盈/止损,0.5000,-1287.35,0.5000,-0.1560
BCH-USDT-SWAP,多,2025-07-27 16:00:00,1753632000000,604.07040100,2025-07-27 23:00:00,1753657200000,589.88100600,2.665315,-39.73,-0.0247,1.91,移动止盈/止损,0.1848,-1327.08,0.1848,-0.1599
BNB-USDT-SWAP,多,2025-07-27 16:00:00,1753632000000,819.48194000,2025-07-28 13:00:00,1753707600000,843.55563600,2.842839,65.60,0.0282,2.84,移动止盈/止损,0.2674,-1261.48,0.2674,-0.1535
UNI-USDT-SWAP,多,2025-07-27 16:00:00,1753632000000,10.77307720,2025-07-28 13:00:00,1753707600000,10.70892900,144.742909,-11.15,-0.0072,1.87,移动止盈/止损,0.1790,-1272.63,0.1790,-0.1546
FIL-USDT-SWAP,多,2025-07-28 00:00:00,1753660800000,2.76027600,2025-07-28 13:00:00,1753707600000,2.72372760,744.540320,-29.66,-0.0144,2.45,移动止盈/止损,0.2348,-1302.29,0.2348,-0.1575
HYPE-USDT-SWAP,多,2025-07-28 16:00:00,1753718400000,45.84758430,2025-07-28 19:00:00,1753729200000,44.95250430,28.966610,-27.51,-0.0207,1.58,移动止盈/止损,0.1527,-1329.80,0.1527,-0.1601
VIRTUAL-USDT-SWAP,空,2025-07-28 20:00:00,1753732800000,1.44275571,2025-07-29 07:00:00,1753772400000,1.48834882,778.885509,-36.88,-0.0328,1.37,移动止盈/止损,0.1296,-1366.68,0.1296,-0.1637
TAO-USDT-SWAP,空,2025-07-28 20:00:00,1753732800000,403.51964400,2025-07-29 07:00:00,1753772400000,409.18091400,3.376098,-20.76,-0.0152,1.65,移动止盈/止损,0.1571,-1387.44,0.1571,-0.1657
DOGE-USDT-SWAP,空,2025-07-29 00:00:00,1753747200000,0.22571743,2025-07-29 07:00:00,1753772400000,0.23173317,5529.445570,-34.78,-0.0279,1.52,移动止盈/止损,0.1442,-1422.22,0.1442,-0.1691
TRX-USDT-SWAP,多,2025-07-29 08:00:00,1753776000000,0.33094309,2025-07-29 09:00:00,1753779600000,0.33844615,8713.485165,61.88,0.0215,3.50,移动止盈/止损,0.3362,-1360.34,0.3362,-0.1631
VIRTUAL-USDT-SWAP,空,2025-07-29 16:00:00,1753804800000,1.38566142,2025-07-30 06:00:00,1753855200000,1.38243823,688.896202,1.08,0.0011,1.14,移动止盈/止损,0.1105,-1359.27,0.1105,-0.1630
TON-USDT-SWAP,多,2025-07-30 08:00:00,1753862400000,3.44874484,2025-07-30 11:00:00,1753873200000,3.38276169,395.233994,-27.70,-0.0203,1.62,移动止盈/止损,0.1570,-1386.97,0.1570,-0.1657
WIF-USDT-SWAP,空,2025-07-29 16:00:00,1753804800000,0.99220077,2025-07-30 16:00:00,1753891200000,0.97319731,915.963400,16.33,0.0180,1.08,移动止盈/止损,0.1052,-1370.64,0.1052,-0.1641
BONK-USDT-SWAP,空,2025-07-29 16:00:00,1753804800000,0.02990301,2025-07-30 20:00:00,1753905600000,0.02835784,24437.048175,36.91,0.0505,0.85,移动止盈/止损,0.0846,-1333.73,0.0846,-0.1605
AVAX-USDT-SWAP,空,2025-07-30 12:00:00,1753876800000,23.28767100,2025-07-30 23:00:00,1753916400000,23.30333010,65.361680,-2.85,-0.0019,1.83,移动止盈/止损,0.1745,-1336.58,0.1745,-0.1608
ZEC-USDT-SWAP,空,2025-07-30 16:00:00,1753891200000,38.60613900,2025-07-31 00:00:00,1753920000000,38.52385200,37.941121,1.37,0.0009,1.76,移动止盈/止损,0.1688,-1335.22,0.1688,-0.1607
TON-USDT-SWAP,多,2025-07-31 04:00:00,1753934400000,3.45384535,2025-07-31 11:00:00,1753959600000,3.50684928,452.814533,22.11,0.0141,1.89,移动止盈/止损,0.1805,-1313.11,0.1805,-0.1585
TON-USDT-SWAP,多,2025-07-31 12:00:00,1753963200000,3.54615458,2025-07-31 21:00:00,1753995600000,3.56074389,411.479781,4.25,0.0029,1.75,移动止盈/止损,0.1680,-1308.86,0.1680,-0.1581
TAO-USDT-SWAP,空,2025-07-31 20:00:00,1753992000000,361.95380100,2025-08-01 12:00:00,1754049600000,350.85508200,4.067798,43.41,0.0295,1.74,移动止盈/止损,0.1694,-1265.45,0.1694,-0.1539
VIRTUAL-USDT-SWAP,空,2025-07-31 20:00:00,1753992000000,1.29237075,2025-08-01 14:00:00,1754056800000,1.23532352,942.577698,52.34,0.0430,1.43,移动止盈/止损,0.1402,-1213.11,0.1402,-0.1488
WIF-USDT-SWAP,空,2025-08-01 00:00:00,1754006400000,0.90090990,2025-08-01 14:00:00,1754056800000,0.91229122,929.011592,-11.58,-0.0138,1.01,移动止盈/止损,0.0953,-1224.69,0.0953,-0.1500
BNB-USDT-SWAP,空,2025-08-01 16:00:00,1754064000000,761.37385500,2025-08-02 02:00:00,1754100000000,764.95648800,2.257147,-10.15,-0.0059,2.07,移动止盈/止损,0.1958,-1234.85,0.1958,-0.1509
ETH-USDT-SWAP,空,2025-08-01 16:00:00,1754064000000,3585.68139600,2025-08-02 03:00:00,1754103600000,3527.50271500,0.400554,21.59,0.0150,1.71,移动止盈/止损,0.1637,-1213.25,0.1637,-0.1489
TON-USDT-SWAP,多,2025-08-02 04:00:00,1754107200000,3.69276924,2025-08-02 10:00:00,1754128800000,3.61153881,283.773774,-24.29,-0.0232,1.24,移动止盈/止损,0.1195,-1237.55,0.1195,-0.1512
OP-USDT-SWAP,空,2025-08-02 08:00:00,1754121600000,0.63493650,2025-08-03 02:00:00,1754186400000,0.64186418,1769.067039,-13.61,-0.0121,1.36,移动止盈/止损,0.1283,-1251.16,0.1283,-0.1525
VIRTUAL-USDT-SWAP,空,2025-08-02 12:00:00,1754136000000,1.18578141,2025-08-03 02:00:00,1754186400000,1.20302029,1036.920709,-19.36,-0.0157,1.49,移动止盈/止损,0.1406,-1270.52,0.1406,-0.1544
UNI-USDT-SWAP,空,2025-08-01 16:00:00,1754064000000,8.97910200,2025-08-03 03:00:00,1754190000000,8.96089600,116.955779,0.87,0.0008,1.26,移动止盈/止损,0.1197,-1269.65,0.1197,-0.1543
XLM-USDT-SWAP,多,2025-08-04 00:00:00,1754265600000,0.41500150,2025-08-04 12:00:00,1754308800000,0.41009899,3371.613933,-18.20,-0.0130,1.67,移动止盈/止损,0.1603,-1287.85,0.1603,-0.1561
TAO-USDT-SWAP,多,2025-08-04 08:00:00,1754294400000,357.86578300,2025-08-05 02:00:00,1754359200000,355.53444300,6.254173,-17.26,-0.0077,2.68,移动止盈/止损,0.2563,-1305.11,0.2563,-0.1577
TRX-USDT-SWAP,多,2025-08-04 12:00:00,1754308800000,0.33081308,2025-08-05 07:00:00,1754377200000,0.33192680,13110.215587,9.39,0.0022,5.21,移动止盈/止损,0.4922,-1295.72,0.4922,-0.1568
LTC-USDT-SWAP,多,2025-08-04 00:00:00,1754265600000,111.48114700,2025-08-05 12:00:00,1754395200000,123.80761800,19.172741,233.63,0.1093,2.71,移动止盈/止损,0.2448,-1062.09,0.2448,-0.1342
BOME-USDT-SWAP,空,2025-08-06 04:00:00,1754452800000,0.00165883,2025-08-06 05:00:00,1754456400000,0.00170117,898240.362839,-39.84,-0.0267,1.81,移动止盈/止损,0.1647,-1101.93,0.1647,-0.1381
TON-USDT-SWAP,空,2025-08-05 04:00:00,1754366400000,3.35486448,2025-08-06 14:00:00,1754488800000,3.23452342,560.582484,65.24,0.0347,2.22,移动止盈/止损,0.2106,-1036.69,0.2106,-0.1317
BONK-USDT-SWAP,空,2025-08-06 00:00:00,1754438400000,0.02378762,2025-08-06 15:00:00,1754492400000,0.02456046,47777.535086,-38.31,-0.0337,1.39,移动止盈/止损,0.1256,-1075.00,0.1256,-0.1355
VIRTUAL-USDT-SWAP,多,2025-08-07 12:00:00,1754568000000,1.33193318,2025-08-07 16:00:00,1754582400000,1.28447154,1033.100199,-50.65,-0.0368,1.62,移动止盈/止损,0.1519,-1125.65,0.1519,-0.1404
TRX-USDT-SWAP,多,2025-08-06 20:00:00,1754510400000,0.33688368,2025-08-07 20:00:00,1754596800000,0.33868613,13247.740094,18.51,0.0041,5.37,移动止盈/止损,0.5001,-1107.14,0.5001,-0.1386
PENDLE-USDT-SWAP,多,2025-08-07 08:00:00,1754553600000,4.16251621,2025-08-07 21:00:00,1754600400000,4.92880707,455.383676,346.47,0.1828,2.48,移动止盈/止损,0.2116,-760.67,0.2116,-0.1050
PENDLE-USDT-SWAP,多,2025-08-08 00:00:00,1754611200000,5.07960791,2025-08-09 07:00:00,1754722800000,5.35776417,153.709972,41.79,0.0535,0.96,移动止盈/止损,0.0842,-718.88,0.0842,-0.1010
UNI-USDT-SWAP,多,2025-08-07 20:00:00,1754596800000,10.35203510,2025-08-09 13:00:00,1754744400000,10.79592030,167.500183,72.23,0.0417,2.13,移动止盈/止损,0.1890,-646.65,0.1890,-0.0940
LINK-USDT-SWAP,多,2025-08-07 16:00:00,1754582400000,17.94379420,2025-08-09 16:00:00,1754755200000,21.14188560,80.471056,255.47,0.1769,1.89,时间止损,0.1599,-391.19,0.1599,-0.0692
TON-USDT-SWAP,多,2025-08-09 16:00:00,1754755200000,3.44304427,2025-08-09 22:00:00,1754776800000,3.39356061,684.479938,-36.68,-0.0156,2.81,移动止盈/止损,0.2450,-427.86,0.2450,-0.0728
ZEC-USDT-SWAP,多,2025-08-09 16:00:00,1754755200000,39.79397900,2025-08-10 02:00:00,1754791200000,39.39606000,61.017341,-27.18,-0.0112,2.90,移动止盈/止损,0.2524,-455.04,0.2524,-0.0754
ARB-USDT-SWAP,多,2025-08-09 08:00:00,1754726400000,0.45944594,2025-08-10 03:00:00,1754794800000,0.46965303,3539.481818,34.15,0.0210,1.97,移动止盈/止损,0.1685,-420.89,0.1685,-0.0721
OP-USDT-SWAP,多,2025-08-10 00:00:00,1754784000000,0.81178117,2025-08-10 03:00:00,1754794800000,0.79372062,2127.454393,-40.47,-0.0234,2.05,移动止盈/止损,0.1791,-461.36,0.1791,-0.0760
HYPE-USDT-SWAP,多,2025-08-10 04:00:00,1754798400000,44.47044660,2025-08-10 06:00:00,1754805600000,43.67563200,47.885774,-40.59,-0.0191,2.53,移动止盈/止损,0.2233,-501.95,0.2233,-0.0799
BOME-USDT-SWAP,多,2025-08-10 04:00:00,1754798400000,0.00201820,2025-08-10 06:00:00,1754805600000,0.00195880,704215.125542,-43.51,-0.0306,1.68,移动止盈/止损,0.1490,-545.46,0.1490,-0.0842
LINK-USDT-SWAP,多,2025-08-10 04:00:00,1754798400000,22.11621140,2025-08-10 12:00:00,1754827200000,21.58684110,53.770989,-29.87,-0.0251,1.41,移动止盈/止损,0.1247,-575.34,0.1247,-0.0871
TRX-USDT-SWAP,多,2025-08-10 12:00:00,1754827200000,0.34179418,2025-08-10 18:00:00,1754848800000,0.33894610,13788.421478,-44.90,-0.0095,5.63,移动止盈/止损,0.5000,-620.24,0.5000,-0.0914
ETH-USDT-SWAP,多,2025-08-11 04:00:00,1754884800000,4318.49180600,2025-08-11 08:00:00,1754899200000,4280.13194400,0.565564,-24.61,-0.0101,2.92,移动止盈/止损,0.2591,-644.85,0.2591,-0.0938
SOL-USDT-SWAP,多,2025-08-11 04:00:00,1754884800000,185.81858000,2025-08-11 08:00:00,1754899200000,184.18158000,12.959627,-24.09,-0.0100,2.88,移动止盈/止损,0.2555,-668.95,0.2555,-0.0961
HYPE-USDT-SWAP,多,2025-08-10 16:00:00,1754841600000,45.07850740,2025-08-11 11:00:00,1754910000000,44.80851870,38.799043,-12.57,-0.0072,2.09,移动止盈/止损,0.1859,-681.51,0.1859,-0.0973
ZEC-USDT-SWAP,空,2025-08-11 12:00:00,1754913600000,37.55624400,2025-08-11 16:00:00,1754928000000,38.08380800,42.757599,-24.50,-0.0153,1.94,移动止盈/止损,0.1723,-706.01,0.1723,-0.0997
UNI-USDT-SWAP,多,2025-08-11 16:00:00,1754928000000,11.56015590,2025-08-11 19:00:00,1754938800000,11.21287860,74.330405,-26.83,-0.0312,1.02,移动止盈/止损,0.0925,-732.84,0.0925,-0.1023
TRX-USDT-SWAP,多,2025-08-11 16:00:00,1754928000000,0.34466446,2025-08-12 11:00:00,1754996400000,0.34532546,13483.662605,3.33,0.0007,5.58,移动止盈/止损,0.5000,-729.51,0.5000,-0.1020
SUI-USDT-SWAP,空,2025-08-11 16:00:00,1754928000000,3.72242772,2025-08-12 12:00:00,1755000000000,3.74007397,413.485412,-9.15,-0.0059,1.85,移动止盈/止损,0.1656,-738.66,0.1656,-0.1029
WIF-USDT-SWAP,空,2025-08-11 20:00:00,1754942400000,0.93340665,2025-08-12 12:00:00,1755000000000,0.92749274,1252.643288,6.01,0.0051,1.40,移动止盈/止损,0.1260,-732.65,0.1260,-0.1023
DOT-USDT-SWAP,多,2025-08-12 16:00:00,1755014400000,4.18541850,2025-08-13 02:00:00,1755050400000,4.17158280,325.173336,-6.13,-0.0045,1.63,移动止盈/止损,0.1465,-738.78,0.1465,-0.1029
BCH-USDT-SWAP,多,2025-08-12 16:00:00,1755014400000,607.77077100,2025-08-13 04:00:00,1755057600000,612.31876200,3.137808,11.97,0.0063,2.30,移动止盈/止损,0.2052,-726.80,0.2052,-0.1017
SOL-USDT-SWAP,多,2025-08-13 04:00:00,1755057600000,198.76987500,2025-08-13 14:00:00,1755093600000,196.27037100,7.831056,-21.43,-0.0138,1.86,移动止盈/止损,0.1658,-748.23,0.1658,-0.1038
LTC-USDT-SWAP,多,2025-08-13 04:00:00,1755057600000,133.62336100,2025-08-13 15:00:00,1755097200000,130.05699300,11.925572,-44.42,-0.0279,1.89,移动止盈/止损,0.1698,-792.65,0.1698,-0.1081
ARB-USDT-SWAP,多,2025-08-13 16:00:00,1755100800000,0.54965496,2025-08-14 05:00:00,1755147600000,0.54514548,1450.409236,-7.49,-0.0094,0.95,移动止盈/止损,0.0854,-800.14,0.0854,-0.1088
OP-USDT-SWAP,多,2025-08-13 16:00:00,1755100800000,0.84978497,2025-08-14 05:00:00,1755147600000,0.83751624,1217.257974,-16.17,-0.0156,1.23,移动止盈/止损,0.1108,-816.31,0.1108,-0.1104
ETH-USDT-SWAP,多,2025-08-12 12:00:00,1755000000000,4405.36049200,2025-08-14 10:00:00,1755165600000,4707.31922100,0.428093,126.93,0.0673,2.34,移动止盈/止损,0.2035,-689.39,0.2035,-0.0981
VIRTUAL-USDT-SWAP,空,2025-08-14 08:00:00,1755158400000,1.29337065,2025-08-14 12:00:00,1755172800000,1.22682267,840.052768,54.63,0.0503,1.27,移动止盈/止损,0.1166,-634.75,0.1166,-0.0928
PENDLE-USDT-SWAP,空,2025-08-14 08:00:00,1755158400000,5.26937301,2025-08-14 15:00:00,1755183600000,5.60376032,217.978438,-74.31,-0.0647,1.42,移动止盈/止损,0.1232,-709.06,0.1232,-0.1000
ZEN-USDT-SWAP,空,2025-08-14 12:00:00,1755172800000,7.97720220,2025-08-15 01:00:00,1755219600000,7.99079900,123.442762,-2.86,-0.0029,1.18,移动止盈/止损,0.1050,-711.92,0.1050,-0.1003
BONK-USDT-SWAP,空,2025-08-14 16:00:00,1755187200000,0.02397560,2025-08-15 01:00:00,1755219600000,0.02462046,32569.439253,-21.95,-0.0281,0.95,移动止盈/止损,0.0838,-733.88,0.0838,-0.1024
VIRTUAL-USDT-SWAP,空,2025-08-14 12:00:00,1755172800000,1.22657733,2025-08-15 03:00:00,1755226800000,1.21572156,605.973917,5.69,0.0077,0.89,移动止盈/止损,0.0792,-728.19,0.0792,-0.1019
ZEC-USDT-SWAP,空,2025-08-15 16:00:00,1755273600000,36.45635400,2025-08-16 18:00:00,1755367200000,36.97369700,39.636945,-22.25,-0.0154,1.75,移动止盈/止损,0.1559,-750.44,0.1559,-0.1040
BCH-USDT-SWAP,空,2025-08-16 16:00:00,1755360000000,579.15207900,2025-08-16 21:00:00,1755378000000,585.94858900,5.465376,-40.97,-0.0129,3.82,移动止盈/止损,0.3416,-791.40,0.3416,-0.1080
VIRTUAL-USDT-SWAP,多,2025-08-17 16:00:00,1755446400000,1.33853384,2025-08-17 18:00:00,1755453600000,1.31426856,1048.358883,-27.11,-0.0193,1.67,移动止盈/止损,0.1513,-818.51,0.1513,-0.1106
LINK-USDT-SWAP,多,2025-08-17 08:00:00,1755417600000,24.65846560,2025-08-18 02:00:00,1755482400000,24.78852090,53.900337,5.41,0.0041,1.60,移动止盈/止损,0.1443,-813.10,0.1443,-0.1101
ZEC-USDT-SWAP,空,2025-08-18 04:00:00,1755489600000,35.68643100,2025-08-18 12:00:00,1755518400000,36.47364700,55.561063,-46.14,-0.0233,2.41,移动止盈/止损,0.2158,-859.25,0.2158,-0.1146
BONK-USDT-SWAP,空,2025-08-18 08:00:00,1755504000000,0.02228877,2025-08-18 17:00:00,1755536400000,0.02271727,68423.881540,-31.17,-0.0204,1.85,移动止盈/止损,0.1658,-890.41,0.1658,-0.1176
NEAR-USDT-SWAP,空,2025-08-18 08:00:00,1755504000000,2.55674430,2025-08-20 08:00:00,1755676800000,2.48224820,644.904580,46.09,0.0280,1.95,移动止盈/止损,0.1793,-844.32,0.1793,-0.1131
APT-USDT-SWAP,空,2025-08-18 16:00:00,1755532800000,4.55304465,2025-08-20 08:00:00,1755676800000,4.39123908,387.053027,60.55,0.0344,2.08,移动止盈/止损,0.1931,-783.77,0.1931,-0.1072
BONK-USDT-SWAP,空,2025-08-19 16:00:00,1755619200000,0.02164184,2025-08-20 15:00:00,1755702000000,0.02166017,57514.259687,-2.55,-0.0020,1.49,移动止盈/止损,0.1345,-786.32,0.1345,-0.1075
ZEC-USDT-SWAP,多,2025-08-20 08:00:00,1755676800000,38.15381500,2025-08-21 05:00:00,1755752400000,38.36616300,31.899263,5.31,0.0044,1.46,移动止盈/止损,0.1322,-781.01,0.1322,-0.1070
