交易对,方向,开仓时间,开仓价,平仓时间,平仓价,数量,收益,收益率,手续费,原因,仓位,累计收益,实际杠杆,当前回撤,持仓天数,当前收益(占权益),加仓次数
BONK-USDT-SWAP,多,2025-07-13 18:00:00,0.02986725,2025-07-16 06:00:00,0.03136286,56543.368983,82.49,0.4885,2.08,移动止盈/止损,0.1726,342.88,0.1726,-0.0062,2.5000,0.007976,2
BONK-USDT-SWAP,多,2025-07-16 09:00:00,0.03527533,2025-07-17 03:00:00,0.03656134,47315.631930,58.81,0.3523,2.04,移动止盈/止损,0.1692,401.69,0.1692,-0.0005,0.7500,0.005654,2
WIF-USDT-SWAP,多,2025-07-16 09:00:00,1.09110910,2025-07-17 03:00:00,1.04929506,643.536681,-27.74,-0.3950,0.83,移动止盈/止损,0.0679,373.95,0.0679,-0.0032,0.7500,-0.002674,0
ETH-USDT-SWAP,多,2025-07-16 06:00:00,3315.58306333,2025-07-17 13:00:00,3400.81988400,1.284208,104.29,0.2449,5.18,移动止盈/止损,0.4195,478.24,0.4195,0.0000,1.2917,0.009953,2
ADA-USDT-SWAP,多,2025-07-18 00:00:00,0.86788021,2025-07-18 15:00:00,0.82251774,1570.740901,-72.85,-0.5344,1.59,移动止盈/止损,0.1304,405.39,0.1304,-0.0070,0.6250,-0.007001,1
ETH-USDT-SWAP,多,2025-07-17 21:00:00,3501.15273420,2025-07-18 20:00:00,3516.00836400,0.598490,6.37,0.0304,2.52,移动止盈/止损,0.2012,411.77,0.2012,-0.0063,0.9583,0.000612,1
XRP-USDT-SWAP,多,2025-07-17 21:00:00,3.58099232,2025-07-19 12:00:00,3.41565840,341.564619,-57.91,-0.4734,1.43,移动止盈/止损,0.1186,353.86,0.1186,-0.0119,1.6250,-0.005593,1
RENDER-USDT-SWAP,多,2025-07-20 15:00:00,4.49444940,2025-07-20 21:00:00,4.40455950,240.552567,-22.91,-0.2119,1.28,移动止盈/止损,0.1044,330.95,0.1044,-0.0141,0.2500,-0.002217,0
WIF-USDT-SWAP,多,2025-07-20 15:00:00,1.27292728,2025-07-20 22:00:00,1.20187980,437.999622,-31.77,-0.5698,0.65,移动止盈/止损,0.0538,299.18,0.0538,-0.0171,0.2917,-0.003085,0
LINK-USDT-SWAP,多,2025-07-20 15:00:00,19.71397120,2025-07-20 22:00:00,19.31306850,46.226977,-19.61,-0.2152,1.08,移动止盈/止损,0.0880,279.57,0.0880,-0.0190,0.2917,-0.001908,0
LTC-USDT-SWAP,多,2025-07-21 06:00:00,120.72207100,2025-07-21 12:00:00,116.74832400,7.936373,-32.67,-0.3410,1.13,移动止盈/止损,0.0931,246.90,0.0931,-0.0221,0.2500,-0.003188,0
TRUMP-USDT-SWAP,多,2025-07-21 06:00:00,11.38513840,2025-07-22 01:00:00,11.25987390,59.043038,-8.20,-0.1220,0.80,移动止盈/止损,0.0653,238.70,0.0653,-0.0229,0.7917,-0.000801,0
AVAX-USDT-SWAP,多,2025-07-21 03:00:00,25.44554430,2025-07-22 15:00:00,24.96950280,44.954778,-22.76,-0.1990,1.36,对齐失效,0.1113,215.94,0.1113,-0.0250,1.5000,-0.002228,0
TON-USDT-SWAP,多,2025-07-22 15:00:00,3.46164613,2025-07-23 01:00:00,3.30826914,180.226809,-28.37,-0.4548,0.73,移动止盈/止损,0.0611,187.57,0.0611,-0.0277,0.4167,-0.002785,0
SOL-USDT-SWAP,多,2025-07-22 12:00:00,203.11030900,2025-07-23 12:00:00,194.22057600,3.894730,-35.55,-0.4494,0.93,移动止盈/止损,0.0772,152.01,0.0772,-0.0311,1.0000,-0.003502,0
BNB-USDT-SWAP,多,2025-07-23 00:00:00,800.81007300,2025-07-23 13:00:00,781.04188800,1.718889,-35.61,-0.2587,1.63,移动止盈/止损,0.1350,116.40,0.1350,-0.0345,0.5417,-0.003520,0
SUI-USDT-SWAP,多,2025-07-26 09:00:00,4.13320381,2025-07-27 00:00:00,4.13458650,570.888383,-2.04,-0.0087,2.83,移动止盈/止损,0.2362,114.36,0.2362,-0.0347,0.6250,-0.000202,1
TRX-USDT-SWAP,多,2025-07-26 06:00:00,0.32004328,2025-07-27 05:00:00,0.32065793,31695.554177,7.30,0.0072,12.18,移动止盈/止损,1.0001,121.66,1.0001,-0.0340,0.9583,0.000721,2
BCH-USDT-SWAP,多,2025-07-26 18:00:00,579.91177271,2025-07-27 13:00:00,594.89050500,8.998408,128.44,0.2461,6.34,移动止盈/止损,0.5250,250.10,0.5250,-0.0218,0.7917,0.012531,2
BNB-USDT-SWAP,多,2025-07-27 15:00:00,836.73383467,2025-07-28 13:00:00,843.55563600,11.579074,67.32,0.0695,11.67,移动止盈/止损,0.9406,317.42,0.9406,-0.0153,0.9167,0.006525,3
UNI-USDT-SWAP,多,2025-07-27 18:00:00,10.81608150,2025-07-28 14:00:00,10.54994490,111.566142,-31.12,-0.2579,1.43,移动止盈/止损,0.1174,286.29,0.1174,-0.0183,0.8333,-0.003026,0
ETH-USDT-SWAP,多,2025-07-27 18:00:00,3845.81454300,2025-07-28 14:00:00,3783.09165300,0.469084,-31.57,-0.1750,2.15,移动止盈/止损,0.1755,254.73,0.1755,-0.0213,0.8333,-0.003079,0
TON-USDT-SWAP,多,2025-07-31 06:00:00,3.50954350,2025-08-01 07:00:00,3.40385958,622.188072,-68.34,-0.3130,2.58,移动止盈/止损,0.2147,186.39,0.2147,-0.0279,1.0417,-0.006709,1
TRX-USDT-SWAP,多,2025-08-04 12:00:00,0.33149058,2025-08-05 07:00:00,0.33192680,28257.305655,1.08,0.0012,11.25,移动止盈/止损,0.9057,187.47,0.9057,-0.0278,0.7917,0.000106,1
LTC-USDT-SWAP,多,2025-08-04 00:00:00,115.15445124,2025-08-06 00:00:00,118.89810900,52.396172,188.80,0.3129,7.36,移动止盈/止损,0.5995,376.26,0.5995,-0.0097,2.0000,0.018195,3
VIRTUAL-USDT-SWAP,多,2025-08-07 12:00:00,1.33193318,2025-08-07 16:00:00,1.28447154,712.540083,-34.94,-0.3681,1.12,移动止盈/止损,0.0911,341.33,0.0911,-0.0131,0.1667,-0.003378,0
TRX-USDT-SWAP,多,2025-08-07 03:00:00,0.33912391,2025-08-08 00:00:00,0.33759624,12665.999508,-24.49,-0.0570,5.14,移动止盈/止损,0.4140,316.83,0.4140,-0.0154,0.8750,-0.002374,0
